Ids,Created_at,Text
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,🤣😂😂smile
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,@MichaelVaughan Are you getting nervous in England You Watching !!!! 👀👀 #INDvENG @MichaelVaughan  😂😂😂😂😀😀😀😀😀🤣🤣
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,during mid overs #INDvENG https://t.co/DM2E3td78W
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,https://t.co/j9eV3MJiD1
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,Vodafone seems to be selling Papad and Sea Shells in their TV ads ... a fast 4G connection that works would be so m… https://t.co/8VWSdbFc0Z
1.37E+18,Sat Mar 20 16:54:09 +0000 2021,Run rate 16 undhi 😁Settle batmans leru Hope we win 🙌#INDvENG
1.37E+18,Sat Mar 20 16:54:10 +0000 2021,Rohit Sharma removed Bairstow &amp; Dawid Malan in his captaincy ♥️♥️Game changer Rohit Sharma once again 💥💥#INDvENG
1.37E+18,Sat Mar 20 16:54:10 +0000 2021,Jofra Archer Lite Found #INDvENG
1.37E+18,Sat Mar 20 16:54:10 +0000 2021,Don Of Palghar Never Disappoints 🔥🔥Lord Thakur with 2 Back To Back Game Changing Spells in Two Matches#INDvENG https://t.co/jDrK6ZBT5I
1.37E+18,Sat Mar 20 16:54:10 +0000 2021,@mufaddal_vohra Lord thakur saving India again😎#INDvENG #Shardulthakur
1.37E+18,Sat Mar 20 16:54:11 +0000 2021,At this point. Someone like Pollard and Pandya will walk in for MI. That's why that side is crazy good #INDvENG
1.37E+18,Sat Mar 20 16:54:11 +0000 2021,Lord Shardul for a reason 🔥 #INDvENG https://t.co/dyYEvxC0IX
1.37E+18,Sat Mar 20 16:54:11 +0000 2021,After sir jadejaLord shardul truly arrive@imShard #INDvENG #Shardulthakur
1.37E+18,Sat Mar 20 16:54:12 +0000 2021,ठाकुर ने कोच के मुंह से 1 गोटी तो निकल दी.#INDvENG
1.37E+18,Sat Mar 20 16:54:12 +0000 2021,Game over. Bhuvi's over changed the game #indveng
1.37E+18,Sat Mar 20 16:54:12 +0000 2021,"Told ya', Action replay!Shardul sends D.Malan back 🔥🏴󠁧󠁢󠁥󠁮󠁧󠁿 142-4 (15)#INDvENG #ViratKohli #RohitSharma… https://t.co/YWkx8JDnfF"
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,Maine #TeamIndia se pucha @imShard ko kisne bulaya jawab Aya ye khoj to @msdhoni ki hai#Dhoni ki hai #INDvsENG… https://t.co/8Dumd62ypx
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,Velli adi MG ippudu😂
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,#INDvENG https://t.co/fiLJpJuZMU
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,Look who is gone !! Back in the driving seat 🇮🇳🇮🇳🇮🇳🇮🇳#INDvENG https://t.co/zLFEv28c4K
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,Hardik bowling is plus point For India#INDvENG
1.37E+18,Sat Mar 20 16:54:13 +0000 2021,Now no one will praise kohli for bringing bhuvi and shardul at the right time when England was crushing towards the target. #INDvENG
1.37E+18,Sat Mar 20 16:54:14 +0000 2021,🚨WICKET🚨Another one bites the dust...Dawid Malan falls for 68 as he's bowled by Shardul Thakur.Is this the st… https://t.co/ErC93igrNe
1.37E+18,Sat Mar 20 16:54:14 +0000 2021,Game. Set. Mat...#INDvENG
1.37E+18,Sat Mar 20 16:54:14 +0000 2021,Lord Shardul Finished The Match😎 in his style#INDvENG #ENGvIND #INDvsENG #ENGvsIND #INDvEND
1.37E+18,Sat Mar 20 16:54:14 +0000 2021,#INDvENGTheir old powers remember the Lord #Shardulthakur https://t.co/HvyWh79oSO https://t.co/vWiAVpuIcL
1.37E+18,Sat Mar 20 16:54:15 +0000 2021,"#INDvENG Another Lord shardul for the win, a brave bowler."
1.37E+18,Sat Mar 20 16:54:16 +0000 2021,Enna kaathu! 🍃 #INDvENG
1.37E+18,Sat Mar 20 16:54:16 +0000 2021,Ben stokes is here to bat #INDvENG https://t.co/041gm6w7d2
1.37E+18,Sat Mar 20 16:54:16 +0000 2021,Back to back wickets from Shardul Thakur...Oorrraaa masss 🥁💥 #INDvENG https://t.co/xOG2eRssiE
1.37E+18,Sat Mar 20 16:54:17 +0000 2021,Again Lord shardul strikes with 2 wicket over #INDvENG
1.37E+18,Sat Mar 20 16:54:18 +0000 2021,@MichaelVaughan Are you getting nervous in England !!!! 👀👀 #INDvENG
1.37E+18,Sat Mar 20 16:54:18 +0000 2021,Someone is getting nervous in England 😂😬😂 #INDvENG
1.37E+18,Sat Mar 20 16:54:18 +0000 2021,"×2 This time, he gets the prized wicket of Dawid Malan! 🤩#INDvENG #SaddaPunjab #PunjabKings"
1.37E+18,Sat Mar 20 16:54:19 +0000 2021,BIG WICKET!! Shardul Thakur hands India the important wicket of Dawid Malan. Malan goes for 68 of 46. #INDvENG… https://t.co/d3EOU3yXX2
1.37E+18,Sat Mar 20 16:54:19 +0000 2021,Good inninings Malan. Middle stump for 68. England on the verge of a collapse #INDvENG
1.37E+18,Sat Mar 20 16:54:19 +0000 2021,David Malang tha ek Kalank. Out 🖕#INDvENG
1.37E+18,Sat Mar 20 16:54:21 +0000 2021,"@imShard bowing fireballs. Two wickets in one one in consecutive matches. Definitely, the last gift from MS Dhoni to team India. #INDvENG"
1.37E+18,Sat Mar 20 16:54:21 +0000 2021,Yeh VVS phir se aagaya bc 😭😭😭😭😭#INDvENG #ENGvsIND @StarSportsIndia
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,#SuperStar..🔥🔥
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,2⃣ Wickets in the 1⃣5⃣th over for Shardul! 🤩England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 (142/4) need 83 runs in 30 remaining ballClick… https://t.co/C8qrDbHYE2
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,Lord Thakur delivers another match changing over 🔥💛#INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,Take a bow #ShardulThakur! He has been a saviour in last 3-4 months for INDIA!#INDvENG
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,Shardhoooooool! 🤩👏🏻👏🏻👏🏻 #INDvENG  #Yellove 🦁
1.37E+18,Sat Mar 20 16:54:22 +0000 2021,Emglamd ke toh lomde lmg gye vmro 👻#INDvENG https://t.co/Kqf8iEQgZH
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,"According to few intellectuals: Shardul celebration is energetic and fiery. VKing's celebration unacceptable, indecent. 👻👻 #INDvENG"
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,"#INDvENG bhuvi #bhuvneshwar #Shardulthakur Bhuvi, I’m back https://t.co/Brl7IA995W"
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,Ek nhi 2 aaye hain. Salaam hai sir aapko@cricketaakash 🙏🙏
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,@MichaelVaughan Are you getting nervous man? 👀👀#INDvENG
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,#INDvENG Match over 👊.. India Won the series 🔥🤩
1.37E+18,Sat Mar 20 16:54:23 +0000 2021,MALAN= Hit and a miss player. #INDvENG
1.37E+18,Sat Mar 20 16:54:24 +0000 2021,Big wicket
1.37E+18,Sat Mar 20 16:54:24 +0000 2021,Hands down to lord Shardul Thakur.#INDvENG https://t.co/2jmFgEoL9n
1.37E+18,Sat Mar 20 16:54:24 +0000 2021,Shardul with another in the over. Malan gone for 68.🏴󠁧󠁢󠁥󠁮󠁧󠁿 - 142/4 and need another 83 runs from 29 balls.#INDvENG
1.37E+18,Sat Mar 20 16:54:25 +0000 2021,"Shardul taking 2 wickets in 1 over was the difference in 4th T20, will it be difference today again. #INDvENG #Shardulthakur"
1.37E+18,Sat Mar 20 16:54:25 +0000 2021,"This tweet is still going right, @BhuviOfficial is very lucky if he picks up the first wicket for India. #INDvsENG #INDvENG #bhuvneshwar"
1.37E+18,Sat Mar 20 16:54:25 +0000 2021,if you think you are bad I'm your #INDvENG
1.37E+18,Sat Mar 20 16:54:26 +0000 2021,As India is to losing the first match of a seriesShardul Thakur is to a rotten first spell#INDvENG
1.37E+18,Sat Mar 20 16:54:26 +0000 2021,Headingley heroics on-coming...Ben Stokes is next on the crease.#INDvENG#T20Cricket
1.37E+18,Sat Mar 20 16:54:26 +0000 2021,David malan out #INDvENG https://t.co/lFNfjHuAnb
1.37E+18,Sat Mar 20 16:54:27 +0000 2021,One Chennai affiliated player bringing India back in game we have seen that before! #INDvENG
1.37E+18,Sat Mar 20 16:54:27 +0000 2021,Seriyana knuckle pudichavan ba indha Shardul Thakur #INDvENG
1.37E+18,Sat Mar 20 16:54:27 +0000 2021,Game over 💥#INDvENG #ENGvsIND
1.37E+18,Sat Mar 20 16:54:27 +0000 2021,"@imShard deserves to be called ""Sir Shardul""!!! #INDvENG"
1.37E+18,Sat Mar 20 16:54:27 +0000 2021,😂lol #eng now tell who were nervous
1.37E+18,Sat Mar 20 16:54:28 +0000 2021,That knuckle ball by @imShard (Shardul Thakur) to dismiss Malan was one of the most beautiful and well executed del… https://t.co/sadKe1r2lE
1.37E+18,Sat Mar 20 16:54:29 +0000 2021,क्या हाल है लौडू
1.37E+18,Sat Mar 20 16:54:29 +0000 2021,now no one talks about kohli captaincy #INDvENG
1.37E+18,Sat Mar 20 16:54:29 +0000 2021,Game changer Thakur 🔥🔥Va mamey va mamey 😍#Master #INDvENG
1.37E+18,Sat Mar 20 16:54:30 +0000 2021,The Thakur lad dismissed Malan innit!#INDvENG
1.37E+18,Sat Mar 20 16:54:30 +0000 2021,आजकल क्रिकेट में दूसरे तरफ वालों का खेल देख कर पुराने सुनहरे दिनों की याद आ जाती है। जिस तरह से आजकल भारत की क्रिके… https://t.co/1V33h3nW1d
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,"आहाहा ☺️!!!नाहीतर आम्हाला इकडे.... गोटी.. मुंह.. शास्त्री... इत्यादि झालेलं.त्यात तर मी ""ती"" तरीपण. 🙄#INDvENG"
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,Game Changing Over By Shardul Thakur🔥🔥#INDvENG#ENGvIND https://t.co/jfPqyx1Ssk
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,"And suddenly England missing everything, wow#INDvENG"
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,Thakur Saab doesn't give a damn about World number one T20 batsman 😂 #INDvENG
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,Game is getting interesting !!#INDvENG
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,@brigade_360Ak https://t.co/42cV6zGgJ5 dekh bc panauti bahar gya😂😂😂😂😂😂
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,Yuhuuuuuu! Two in ✌️#Shardulthakur strikes! Come &amp; go for #England now! #Shardulthakur compensates!Come on… https://t.co/RlI6VGt0Qv
1.37E+18,Sat Mar 20 16:54:31 +0000 2021,"OUT! Full and wide from Thakur, and Bairstow holes out to Suryakumar at cover. BOWLED! Knuckle ball from Thakur a… https://t.co/FL4aBg6HPt"
1.37E+18,Sat Mar 20 16:54:32 +0000 2021,You should never mess with the DON SHARDUL THAKUR #INDvENG https://t.co/xzGzzsU9X6
1.37E+18,Sat Mar 20 16:54:33 +0000 2021,@RRRMovie @BCCI What a combo #ViratKohli #rohitsharma45 @imVkohli #INDvENG #BBB21 #RedeBBB #BBBB21
1.37E+18,Sat Mar 20 16:54:33 +0000 2021,"@BhuviOfficial you beauty, @imShard you beauty too.Go home #England you are done.Dear @imVkohli I'm big fan of y… https://t.co/7t58kW1cc2"
1.37E+18,Sat Mar 20 16:54:33 +0000 2021,Ben stokes will finish the match in style 💥💥 #INDvENG #Valimai
1.37E+18,Sat Mar 20 16:54:34 +0000 2021,One wicket open the flood gates and changes the momentum that's significance of Bhuvi's over good move to bring bac… https://t.co/Bksz0X9O8s
1.37E+18,Sat Mar 20 16:54:35 +0000 2021,"@yt_jeet Kohli Bhakt, Once again stand-in-captain @ImRo45 brough India back into the game. #INDvENG"
1.37E+18,Sat Mar 20 16:54:36 +0000 2021,🔥🔥🔥
1.37E+18,Sat Mar 20 16:54:36 +0000 2021,"#INDvENG, फाइनल टी-20: 15 ओवर के बाद इंग्लैंड का स्कोर 4 विकेट के नुकसान पर 142 रन हो गया है। इस मैच को जीतने के लि… https://t.co/X27kCA5le1"
1.37E+18,Sat Mar 20 16:54:36 +0000 2021,Thakur ji kamal hi kr diye   #INDvENG
1.37E+18,Sat Mar 20 16:54:37 +0000 2021,Hum jeet gaye 🇮🇳. #INDvENG
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,Lord shardul 🔥🔥#INDvENG
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,morgan gone..#INDvENG
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,#INDvENGWhenever Indian team fans lose hope..UMPIRES: https://t.co/2CYzQNRcW4
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,Are you getting nervous in England @MichaelVaughan 😜 #INDvENG #OffOff
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,Morgan gone!! Fuck yeah!! #INDvENG
1.37E+18,Sat Mar 20 16:54:38 +0000 2021,"Let me tell you what will happen after 1 hour from here, ✨ India beats England to lift the bilateral T20 trophy.… https://t.co/06IjCSIocg"
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,@BCCI @Paytm What a come back by team India #INDvENG superb bowling by #Shardulthakur @BhuviOfficial 🇮🇳🇮🇳♥️
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,the over rate is shocking!!  #INDvENG
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,अब जीत पक्की 😃थोड़ा तो हँस लो पाजी।#INDvENG
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,Tnx Hardik#INDvENG
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,Is Virat Kohli again out of the ground?Rohit Sharma captaining?#INDvENG
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,@mipaltan Malan gone! A sigh of relief now...🙂 #INDvENG
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,@imShard u beauty 😍What an incredible over to get rid of  @jbairstow21 and @dmalan29India seems to have almosy se… https://t.co/8427TmUgvg
1.37E+18,Sat Mar 20 16:54:39 +0000 2021,Hardik Strikes 🔥👏#INDvENG #ENGvIND #INDvsENG #ENGvsIND #INDvEND
1.37E+18,Sat Mar 20 16:54:40 +0000 2021,Eng is out of the context #INDvENG
1.37E+18,Sat Mar 20 16:54:41 +0000 2021,@mipaltan Shardul brought #TeamIndia in the game by picking 2 wickets in a single over once again. #INDvENG
1.37E+18,Sat Mar 20 16:54:42 +0000 2021,stokes is more scary yaar#INDvENG
1.37E+18,Sat Mar 20 16:54:42 +0000 2021,Just like the last match the 3rd over of Shardul Thakur’s spell may well change the tide towards India. Good over t… https://t.co/QS0kvMZtgi
1.37E+18,Sat Mar 20 16:54:42 +0000 2021,"@imShard proving it again. David malan gabbar ban raha tha, bhul hi gaya ki Shardul ""Thakur"" hai. Sare gabbar jute… https://t.co/LPSUzbyuEr"
1.37E+18,Sat Mar 20 16:54:43 +0000 2021,18 over game finish....#INDvENG
1.37E+18,Sat Mar 20 16:54:43 +0000 2021,Kohli bahar hai kya? #INDvENG
1.37E+18,Sat Mar 20 16:54:43 +0000 2021,Kohli🔥🔥😭
1.37E+18,Sat Mar 20 16:54:43 +0000 2021,तुला मानलं रे ठाकूर!!#INDvENG
1.37E+18,Sat Mar 20 16:54:44 +0000 2021,Eng chasing ..…... the balls not the score #INDvENG
1.37E+18,Sat Mar 20 16:54:44 +0000 2021,"It's Double-Trouble, again! Shardul, you beauty!🔥#INDvENG"
1.37E+18,Sat Mar 20 16:54:44 +0000 2021,thakur rocks #INDvENG
1.37E+18,Sat Mar 20 16:54:45 +0000 2021,Patte pack! #INDvENG
1.37E+18,Sat Mar 20 16:54:45 +0000 2021,83 off  28  !!! #INDvENG
1.37E+18,Sat Mar 20 16:54:45 +0000 2021,Another one bites the dust. #INDvENG
1.37E+18,Sat Mar 20 16:54:46 +0000 2021,Lord shardul🙌🙌#INDvsENG
1.37E+18,Sat Mar 20 16:54:47 +0000 2021,#INDvENG lol #Kohli covering with cap by sitting in dugout 😝😝#RohitSharma captaincy mass 🔥🔥 https://t.co/xJIJKub1OZ
1.37E+18,Sat Mar 20 16:54:48 +0000 2021,Mammoth wicket! Shardul 🔥 #INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:54:49 +0000 2021,All over 😫#INDvENG 🏏
1.37E+18,Sat Mar 20 16:54:50 +0000 2021,👏👏👏
1.37E+18,Sat Mar 20 16:54:50 +0000 2021,Morgan gone 😂😂😂#INDvENG
1.37E+18,Sat Mar 20 16:54:50 +0000 2021,Lord Shardul Thakur OP.... 🔥 💙🇮🇳#INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:54:50 +0000 2021,"MALAN GONE! 💥Thakur does it again, a superb knuckle-ball and Malan's middle stump is out of the ground! England a… https://t.co/vefWcNncSR"
1.37E+18,Sat Mar 20 16:54:51 +0000 2021,LORD SHARDUL THAKUR 🥳🙌#INDvENG https://t.co/noXZjjOmmN
1.37E+18,Sat Mar 20 16:54:51 +0000 2021,India is winning this!🥰❤️#INDvENG
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,@MichaelVaughan Are you getting nervous in England !!!! 👀👀 #INDvENG
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,Ab yeh bhi gaya 💃💃💃
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,#Morgan goes... its all over??? #INDvENG #ENGvIND
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,Last chance plss #INDvENG
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,What a change from Virat that bringing Bhuvi back in 13th over and changed the total momentum of the game🤘That is… https://t.co/Dk0ZQ7GBE9
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,Morgon also out 🔥🔥🕺🕺#INDvENG
1.37E+18,Sat Mar 20 16:54:52 +0000 2021,Morgan gone #INDvENG
1.37E+18,Sat Mar 20 16:54:53 +0000 2021,Match apne haath m🥳🥳#INDvENG
1.37E+18,Sat Mar 20 16:54:53 +0000 2021,Shardul might eclipse Nattu to find a spot in starting 11. Brilliant bowlingDhool man dhool#INDvENG
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,@MichaelVaughan Are u getting nervous Mr. Vaughan...just saying #INDvENG
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,Gambir lite spotted😂🙏
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,Ab Morgan bhi gaye  #INDvENG
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,Hands down to lord Shardul Thakur.#INDvENG https://t.co/XOrMdhMk1p
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,hero
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,We can expect last over bhuvi !!!!#INDvENG
1.37E+18,Sat Mar 20 16:54:54 +0000 2021,Another one 🥳🥳
1.37E+18,Sat Mar 20 16:54:55 +0000 2021,Yeee bc.....CATCH...✊✊✊😭😭🔥#INDvENG
1.37E+18,Sat Mar 20 16:54:55 +0000 2021,'Lord Shradul' turned the match on its head India's way @imShard 🔥🔥🔥@BCCI #INDvsENG #INDvENG https://t.co/302a3UTiO7
1.37E+18,Sat Mar 20 16:54:55 +0000 2021,Sitting outside and one more gone
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,DO. NOT. WRITE. OFF. THIS. TEAM. #INDvENG
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,"Seems like @imVkohli is out of the ground, and India immediately get two wickets!#INDvENG"
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,Same story again. Shardul Thakur keeps getting you wickets!#INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,#INDvENG
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,One Again Rohit Sharma is Proving his Captaincy ability.. 2 wickets by Shardul Thakur in an Over.It's not easy to… https://t.co/Ej6AwZR9Jw
1.37E+18,Sat Mar 20 16:54:56 +0000 2021,OUT! Another one bites the dust! Hardik Pandya removes Eoin Morgan#INDvsENG #INDvENGhttps://t.co/Q28a1Tg3Yo
1.37E+18,Sat Mar 20 16:54:57 +0000 2021,Kohli baitha h iss liye wickets aa rhe h kya?? 😂😂 #INDvENG
1.37E+18,Sat Mar 20 16:54:57 +0000 2021,Csk bowler thakur joining the party of Mumbai Indians vs England.#INDvENG
1.37E+18,Sat Mar 20 16:54:57 +0000 2021,Dekha Kohli is off the field and India is back in the game ! 😂#INDvENG
1.37E+18,Sat Mar 20 16:54:57 +0000 2021,3 quick wickets Puts us backWhat a ball @imShard #INDvENG
1.37E+18,Sat Mar 20 16:54:57 +0000 2021,India sets 224 big total for England with the help of skipper 80 runs on 52 balls not out.#INDvENG #cricket https://t.co/E40LKwXPOL
1.37E+18,Sat Mar 20 16:54:58 +0000 2021,Will they give the MoM to Bhuvi 😭 or go with Ro or Kohli ... #IndvEng
1.37E+18,Sat Mar 20 16:54:58 +0000 2021,Eng falling apart #INDvENG
1.37E+18,Sat Mar 20 16:54:58 +0000 2021,Only Seldon Cotrell Can Save England... #INDvENG #IndiavsEngland #ViratKohli
1.37E+18,Sat Mar 20 16:54:58 +0000 2021,Batting collapse 🥳🥳🥳🥳#INDvENG https://t.co/Rs0Suz754o
1.37E+18,Sat Mar 20 16:54:59 +0000 2021,"Captain Morgan, back in the dugout. #INDvENG"
1.37E+18,Sat Mar 20 16:54:59 +0000 2021,T20 series win 😍#INDvENG
1.37E+18,Sat Mar 20 16:54:59 +0000 2021,Out ra morgan 🙏 🔥🔥🔥 #INDvENG
1.37E+18,Sat Mar 20 16:54:59 +0000 2021,What a comebackkkk!!! Love love loveee this team so much❤❤❤#INDvENG
1.37E+18,Sat Mar 20 16:54:59 +0000 2021,Thaking hell! 🇮🇳🏏#INDvENG
1.37E+18,Sat Mar 20 16:55:00 +0000 2021,Make that 4 hahahaha.#INDvENG
1.37E+18,Sat Mar 20 16:55:00 +0000 2021,And England is in danger @MichaelVaughan #INDvENG
1.37E+18,Sat Mar 20 16:55:00 +0000 2021,This match is nothing less than a thriller! #INDvENG
1.37E+18,Sat Mar 20 16:55:01 +0000 2021,Hardik Pandya struggle virats captaincyBut now in Rohit's captaincy ♥️ #INDvENG
1.37E+18,Sat Mar 20 16:55:01 +0000 2021,बहुत बढ़िया @imShard 🇮🇳👌 #INDvENG
1.37E+18,Sat Mar 20 16:55:01 +0000 2021,THAkuR @imShard    picks 2 wickets in same over.👍👍👍👍👍
1.37E+18,Sat Mar 20 16:55:02 +0000 2021,"“Health is a state of complete mental, social and physical well-being, not merely the absence of disease or infirmi… https://t.co/QgVRWBNfvq"
1.37E+18,Sat Mar 20 16:55:02 +0000 2021,"“Health is a state of complete mental, social and physical well-being, not merely the absence of disease or infirmi… https://t.co/rPeDf7hg6j"
1.37E+18,Sat Mar 20 16:55:02 +0000 2021,another one down!!!  #INDvENG
1.37E+18,Sat Mar 20 16:55:02 +0000 2021,Hain dum jeetne ki goron😴#INDvENG
1.37E+18,Sat Mar 20 16:55:02 +0000 2021,India won the series #INDvENG ✌️ https://t.co/kea1vpjdPb
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,Lord thakur 🦁
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,The momentum changed after Bhuvi's over! And what a spectacular over of Shardul Thakur after that!#INDvENG
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,Saba Karim Sir Love you 🤗🤗🤗🤗🤗🤗🤗#INDvENG #ENGvsIND @StarSportsIndia
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,"A couple of balls later, Shardul cleans up Malan with a knuckle ball. Is that the game for India? #INDvENG"
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,And another too..!!!#INDvENG #INDvsENG #INDvsENG_2021
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,Morgan wtf  #INDvENG
1.37E+18,Sat Mar 20 16:55:03 +0000 2021,"WICKET! England losing wickets quickly now. Eoin Morgan departs for one, Hardik Pandya gets the wicket #INDvENG… https://t.co/C0GuDdhXsn"
1.37E+18,Sat Mar 20 16:55:04 +0000 2021,Wicket#INDvENG
1.37E+18,Sat Mar 20 16:55:04 +0000 2021,😅😂#INDvENG https://t.co/COLPglCfel
1.37E+18,Sat Mar 20 16:55:04 +0000 2021,"Rohit,Shardul,2wickets,Match Changer,2 times in a row😂😂😂,just a coincidence? #INDvENG"
1.37E+18,Sat Mar 20 16:55:04 +0000 2021,You have no.1 t20 batsman we have Lord shardul #ENGvIND #INDvENG #Shardulthakur #lordShardul
1.37E+18,Sat Mar 20 16:55:05 +0000 2021,MoM-BhuviMoS-Kohli #INDvENG
1.37E+18,Sat Mar 20 16:55:05 +0000 2021,Virat ke bahar jaate hi dhamaka suru ho gaya 😂😂😂 4 wickets in 3 over wahhh 🥳🥳🥳🥳🥳#INDvENG
1.37E+18,Sat Mar 20 16:55:05 +0000 2021,The ultimate death bowler 🔥 just shardul things 👌🏻🤫
1.37E+18,Sat Mar 20 16:55:06 +0000 2021,"Narendra Modi stadium se @NAMOcracy#INDvENGभारत जीतेगा हमेशा की तरह , अंग्रेजों को उखाड़ फेंकेगा ।Follow @NAMOcracy"
1.37E+18,Sat Mar 20 16:55:06 +0000 2021,The improvement in shardul thakur over the last year has been inspiring and truly brilliant. #INDvENG #INDvsENG #Thakur
1.37E+18,Sat Mar 20 16:55:07 +0000 2021,Lord shardulllllll ra punda maney 😎#INDvENG
1.37E+18,Sat Mar 20 16:55:07 +0000 2021,Kohli mad at Buttler for making the game interesting?He is so unprofessional at times. Potential fine on his way?#INDvENG #INDvsENG
1.37E+18,Sat Mar 20 16:55:07 +0000 2021,Now England cannot complain about the pitch. #INDvENG
1.37E+18,Sat Mar 20 16:55:07 +0000 2021,What a catch ! #INDvENG
1.37E+18,Sat Mar 20 16:55:07 +0000 2021,Back to back wickets from Shardul Thakur...masss 🥁💥 #INDvENG
1.37E+18,Sat Mar 20 16:55:08 +0000 2021,@UrbanRangoli Jeet hi gaye ab to ji. #INDvENG
1.37E+18,Sat Mar 20 16:55:08 +0000 2021,@trisha7s Ek or gaya..#INDvENG https://t.co/m83apEMt4c
1.37E+18,Sat Mar 20 16:55:08 +0000 2021,Kohli is off-field and we are getting Wickets 😭#INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:55:08 +0000 2021,5th T20I: WICKET! Eoin Morgan c sub KL Rahul b Hardik Pandya 1 (4b). England 142/5 (15.3 Ovs). #INDvENG https://t.co/yVMQiVpWOh
1.37E+18,Sat Mar 20 16:55:08 +0000 2021,It's just getting embarrassing for the English team now. #OnOn @MichaelVaughan #INDvsENG #INDvENG #ENGvsIND
1.37E+18,Sat Mar 20 16:55:09 +0000 2021,Back to back wickets 🔥🔥🔥🔥 #INDvENG
1.37E+18,Sat Mar 20 16:55:10 +0000 2021,Bye bye morgan #INDvENG
1.37E+18,Sat Mar 20 16:55:10 +0000 2021,Morgan did nothing in the series. #INDvENG
1.37E+18,Sat Mar 20 16:55:10 +0000 2021,Big send offs from the Indians. Is this the t20 WC final? #INDvENG
1.37E+18,Sat Mar 20 16:55:10 +0000 2021,Back To Back Wickets 🔥🔥🔥🔥#INDvENG
1.37E+18,Sat Mar 20 16:55:10 +0000 2021,England 140 for 4! Shardul takes wicket of Bairstraw &amp; Milan ! #INDvENG  #INDvsENG #INDvsENG_2021. India has chance… https://t.co/zrQ8iOKVId
